Instance ATime AGood AGoodD AGoodBR AGoodBC ABorderC ABorderR ABlocksTry ABlocks AAveNZs AMaxNZs AMinNZs AisDBDF KMaxTime KTimeRemove KNRemove KNRemoveInner KTimeMerge KNMerge KNMergeInner KTimeComm KNComm KTimeOverall KGood KGoodD KGoodB Kborder KNBlocks KNBlocksNonT KAveNZs KMaxNZs KMinNZs KTimeToBest KIterOuterBest KNMergeInnerBest KNRemoveInnerBest RootBound RootGap TimeRootNode
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/bills_snowflake_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 0.228 4 72 0.027 4 61 0.194 72 0.260 0.475 0.907 0.524 0.129 14 14 155.500 282 19 0.246 2 39 69 14.850 1.340781E156 4.156
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/binkar10_1_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 0.053 3 33 0.005 2 19 0.044 23 0.062 0.812 0.863 0.940 0.012 10 10 293.600 563 18 0.017 0 0 6 6637.188 1.853 2.369
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/blend2_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 0.005 2 7 0.000 1 0 0.003 7 0.008 0.713 0.986 0.723 0.065 74 74 4.838 5 2 0.007 0 0 4 7.044 7.879 0.314
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/bley_xl1_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 0.811 3 134 0.031 3 21 0.660 51 0.847 0.415 0.425 0.978 0.004 2 2 13088.500 18174 8003 0.362 1 10 60 187.580 6.621 42.820
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/blp_ar98_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 7.607 5 441 0.406 5 159 6.518 329 8.021 0.621 0.924 0.672 0.079 347 347 78.752 3702 3 3.722 1 49 205 6116.190 11.042 19.193
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/blp_ic97_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 0.788 2 69 0.042 1 28 0.679 69 0.836 0.579 0.923 0.627 0.093 459 459 24.007 2207 2 0.735 0 2 67 3904.846 5.696 21.525
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/blp_ir98_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 0.423 3 64 0.023 3 25 0.357 66 0.451 0.572 0.959 0.596 0.103 323 323 18.074 841 2 0.276 0 0 48 2280.183 4.148 2.549
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/bnatt350_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 0.169 5 54 0.389 5 285 0.136 29 0.562 0.085 0.891 0.095 0.471 33 33 210.182 1198 3 0.102 0 33 14 0.000 1.340781E156 7.420
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/bnatt400_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 0.191 5 49 0.453 5 301 0.160 30 0.649 0.095 0.879 0.108 0.445 26 26 307.231 1349 3 0.632 4 280 49 0.000 1.340781E156 12.810
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/boa7_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 0.004 1 4 0.000 0 2 0.003 4 0.009 0.077 0.320 0.240 0.286 2 2 1500.000 2400 600 0.009 0 1 4 -1775.697 1.340781E156 362.282
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/boa8_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 0.003 2 3 0.000 1 1 0.002 4 0.008 0.486 0.984 0.494 0.141 61 61 5.000 5 5 0.007 0 0 1 0.016 2900.000 0.122
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/boa_mpo72_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 0.214 2 7 0.002 1 0 0.185 7 0.227 0.875 0.958 0.913 0.018 29 29 4197.517 5986 2096 0.171 0 0 4 26.437 0.000 1.422
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/bridge13_06APR28_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 0.569 5 213 0.059 5 63 0.455 100 0.632 0.133 0.289 0.460 0.155 2 2 7238.500 11936 2541 0.514 3 56 179 -13.000 23.077 1470.842
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/bsnf_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 24.489 5 244 817.350 5 279 14.934 19 843.827 0.366 0.868 0.421 0.173 18661 18661 40.305 157173 2 228.709 0 99 208 86720207.280 5320.923 1900.759
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/buildingenergy_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 9.547 5 77 56.675 5 317 7.310 19 68.892 0.547 0.736 0.742 0.060 304 304 2084.757 261708 2 68.845 5 316 77 -1.34078E154 1.340781E156 1098.459
