Instance ATime AGood AGoodD AGoodBR AGoodBC ABorderC ABorderR ABlocksTry ABlocks AAveNZs AMaxNZs AMinNZs AisDBDF KMaxTime KTimeRemove KNRemove KNRemoveInner KTimeMerge KNMerge KNMergeInner KTimeComm KNComm KTimeOverall KGood KGoodD KGoodB Kborder KNBlocks KNBlocksNonT KAveNZs KMaxNZs KMinNZs KTimeToBest KIterOuterBest KNMergeInnerBest KNRemoveInnerBest RootBound RootGap TimeRootNode
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/bridge13_06APR28_decomp_automatic1_log.txt:FS: 0.089 0.101 0.500 0.853 0.237 0.072 0.032 2 2 8240.500 8376 8105 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 -13.000 1.340781E156 3598.456
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/bsnf_decomp_automatic1_log.txt:FS: 8.177 0.622 0.779 0.930 0.858 0.008 0.014 5 835 1219.182 280228 2 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 103556882.89 4427.907 2616.463
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/buildingenergy_decomp_automatic1_log.txt:FS: 4.915 0.904 0.950 0.998 0.953 0.002 0.000 22 28 31549.536 58375 2 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 33283.619 132.557 2032.488
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/c10400_decomp_automatic1_log.txt:FS: 0.021 0.752 0.998 0.754 1.000 0.000 0.057 13 400 10.000 10 10 0 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 -18341.262 0.094 0.500
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/c801600_decomp_automatic1_log.txt:FS: 1.247 0.581 0.999 0.581 1.000 0.000 0.109 14 1600 80.000 80 80 0 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 -79743.628 0.048 30.974
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/cap6000_decomp_automatic1_log.txt:FS: 0.004 0.511 0.970 0.527 1.000 0.000 0.128 2 34 2.059 3 2 0 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 -2451503.203 0.013 0.061
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/cardinal_decomp_automatic1_log.txt:FS: 0.005 0.320 0.552 0.751 0.771 0.013 0.057 2 3 117.667 169 20 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 143628.282 1.160 31.771
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/censusmtz_decomp_automatic1_log.txt:FS: 0.046 0.350 0.500 0.996 0.703 0.018 0.001 2 2 3061.000 3145 2977 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 4.921 8.447 1724.834
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/cflp_m1_d_004_i3_decomp_automatic1_log.txt:FS: 0.627 0.855 0.980 0.877 0.995 0.000 0.026 22 926 219.670 10522 100 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 73036146.310 47.793 69.813
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/cflp_m1_d_006_i2_decomp_automatic1_log.txt:FS: 0.011 0.239 0.985 0.243 0.998 0.000 0.283 14 114 106.193 576 80 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 2528780.733 1.017 10.403
